#{"t_start": 1745837767.579715, "env_id": "None"}
r,l,t
32.0,17,5941.59245
80.0,17,5941.592458
54.0,17,5941.592467
32.0,17,5941.592475
32.0,17,5941.592482
54.0,17,5942.063412
58.0,17,5942.063472
54.0,17,5942.063488
54.0,17,5942.063498
36.0,17,5942.063507
80.0,17,5942.063514
54.0,17,5942.063522
32.0,17,5942.06353
32.0,17,5942.519902
54.0,17,5942.519959
58.0,17,5942.519973
54.0,17,5942.519982
80.0,17,5942.519989
32.0,17,5942.519998
32.0,17,5942.520006
54.0,17,5942.520013
32.0,17,5942.979638
32.0,17,5942.979694
32.0,17,5942.979706
54.0,17,5942.979715
32.0,17,5942.979723
32.0,17,5942.979732
54.0,17,5942.979739
54.0,17,5942.979747
58.0,17,5943.458247
80.0,17,5943.458303
32.0,17,5943.458314
32.0,17,5943.458323
32.0,17,5943.45833
54.0,17,5943.458338
54.0,17,5943.458346
54.0,17,5943.458354
54.0,17,5943.952026
32.0,17,5943.952084
58.0,17,5943.952097
14.0,17,5943.952106
54.0,17,5943.952114
80.0,17,5943.952122
80.0,17,5943.952131
80.0,17,5943.952139
58.0,17,5944.43823
80.0,17,5944.438288
54.0,17,5944.438303
32.0,17,5944.438313
32.0,17,5944.438323
80.0,17,5944.438331
54.0,17,5944.438338
80.0,17,5944.438346
32.0,17,5944.882147
14.0,17,5944.882205
54.0,17,5944.882219
32.0,17,5944.882229
32.0,17,5944.882237
80.0,17,5944.882245
54.0,17,5944.882253
80.0,17,5944.882261
80.0,17,5945.31917
36.0,17,5945.319223
54.0,17,5945.319233
80.0,17,5945.31924
32.0,17,5945.319247
54.0,17,5945.319253
80.0,17,5945.31926
14.0,17,5945.319266
54.0,17,5945.811034
80.0,17,5945.81109
40.0,17,5945.811103
32.0,17,5945.811112
80.0,17,5945.81112
32.0,17,5945.811128
54.0,17,5945.811135
54.0,17,5945.811143
80.0,17,5946.255151
80.0,17,5946.255207
80.0,17,5946.255222
32.0,17,5946.255232
54.0,17,5946.25524
54.0,17,5946.255249
32.0,17,5946.255256
54.0,17,5946.255264
80.0,17,5946.749741
54.0,17,5946.749796
32.0,17,5946.749808
54.0,17,5946.749816
54.0,17,5946.749825
36.0,17,5946.749833
32.0,17,5946.749841
80.0,17,5946.749848
54.0,17,5947.224596
54.0,17,5947.224655
32.0,17,5947.22467
54.0,17,5947.22468
80.0,17,5947.224689
80.0,17,5947.224697
80.0,17,5947.224705
80.0,17,5947.224712
54.0,17,5947.735586
32.0,17,5947.735642
32.0,17,5947.735657
32.0,17,5947.735667
80.0,17,5947.735675
54.0,17,5947.735683
32.0,17,5947.735692
80.0,17,5947.735699
80.0,17,5948.250491
54.0,17,5948.250549
54.0,17,5948.250563
54.0,17,5948.250573
54.0,17,5948.250581
32.0,17,5948.25059
80.0,17,5948.250598
80.0,17,5948.250606
54.0,17,5948.679875
54.0,17,5948.679932
40.0,17,5948.679945
80.0,17,5948.679954
54.0,17,5948.679962
32.0,17,5948.679971
80.0,17,5948.679979
32.0,17,5948.679987
54.0,17,5949.152471
32.0,17,5949.152529
80.0,17,5949.152543
80.0,17,5949.152552
58.0,17,5949.15256
80.0,17,5949.152568
54.0,17,5949.152576
32.0,17,5949.152584
54.0,17,5949.620434
80.0,17,5949.620492
54.0,17,5949.620505
80.0,17,5949.620514
54.0,17,5949.620522
54.0,17,5949.62053
54.0,17,5949.620538
54.0,17,5949.620546
80.0,17,5950.061579
54.0,17,5950.061634
32.0,17,5950.061647
32.0,17,5950.061654
54.0,17,5950.061662
54.0,17,5950.061669
32.0,17,5950.061676
54.0,17,5950.061683
36.0,17,5950.420695
80.0,17,5950.420752
32.0,17,5950.420765
54.0,17,5950.420775
54.0,17,5950.420783
80.0,17,5950.420791
80.0,17,5950.420799
58.0,17,5950.420808
32.0,17,5950.895186
54.0,17,5950.895238
32.0,17,5950.895249
54.0,17,5950.895256
32.0,17,5950.895263
54.0,17,5950.895269
54.0,17,5950.895276
54.0,17,5950.895282
54.0,17,5951.355863
58.0,17,5951.355921
54.0,17,5951.355935
14.0,17,5951.355944
32.0,17,5951.35596
58.0,17,5951.355968
80.0,17,5951.355976
54.0,17,5951.355984
80.0,17,5951.842094
32.0,17,5951.84215
80.0,17,5951.842161
32.0,17,5951.842168
32.0,17,5951.842175
32.0,17,5951.842181
58.0,17,5951.842188
32.0,17,5951.842194
54.0,17,5952.291755
32.0,17,5952.291812
54.0,17,5952.291826
58.0,17,5952.291834
80.0,17,5952.291842
54.0,17,5952.29185
80.0,17,5952.291858
54.0,17,5952.291867
58.0,17,5952.722869
54.0,17,5952.722919
54.0,17,5952.722929
14.0,17,5952.722937
40.0,17,5952.722943
54.0,17,5952.72295
80.0,17,5952.722957
54.0,17,5952.722964
80.0,17,5953.083115
80.0,17,5953.083222
80.0,17,5953.083232
32.0,17,5953.083239
32.0,17,5953.083246
32.0,17,5953.083253
54.0,17,5953.08326
32.0,17,5953.083266
32.0,17,5953.534314
80.0,17,5953.534371
80.0,17,5953.534384
32.0,17,5953.534392
54.0,17,5953.534401
58.0,17,5953.534409
54.0,17,5953.534417
80.0,17,5953.534425
54.0,17,5954.001416
54.0,17,5954.001475
32.0,17,5954.001487
80.0,17,5954.001496
58.0,17,5954.001505
32.0,17,5954.001513
54.0,17,5954.001521
32.0,17,5954.001529
54.0,17,5954.471857
54.0,17,5954.471916
58.0,17,5954.471931
54.0,17,5954.471941
32.0,17,5954.471949
80.0,17,5954.471958
54.0,17,5954.471967
80.0,17,5954.471975
54.0,17,5954.964004
80.0,17,5954.964088
80.0,17,5954.964104
32.0,17,5954.964113
54.0,17,5954.964122
80.0,17,5954.964131
80.0,17,5954.964139
54.0,17,5954.964147
80.0,17,5955.456217
54.0,17,5955.456273
80.0,17,5955.456288
80.0,17,5955.456297
80.0,17,5955.456305
80.0,17,5955.456313
54.0,17,5955.456321
80.0,17,5955.45633
54.0,17,5955.880494
54.0,17,5955.880561
54.0,17,5955.880577
80.0,17,5955.880586
32.0,17,5955.880594
32.0,17,5955.880602
80.0,17,5955.880613
80.0,17,5955.880621
54.0,17,5956.334762
32.0,17,5956.334844
54.0,17,5956.334859
32.0,17,5956.334869
32.0,17,5956.334877
54.0,17,5956.334885
54.0,17,5956.334893
32.0,17,5956.334901
54.0,17,5956.820373
54.0,17,5956.820424
80.0,17,5956.820434
54.0,17,5956.820441
80.0,17,5956.820448
32.0,17,5956.820454
32.0,17,5956.820462
54.0,17,5956.820468
80.0,17,5957.29911
80.0,17,5957.299172
32.0,17,5957.299186
80.0,17,5957.299195
66.0,17,5957.299203
32.0,17,5957.299211
80.0,17,5957.299219
54.0,17,5957.299227
54.0,17,5957.809233
80.0,17,5957.80929
54.0,17,5957.809303
54.0,17,5957.809312
32.0,17,5957.809319
80.0,17,5957.809327
54.0,17,5957.809335
80.0,17,5957.809343
32.0,17,5958.275903
54.0,17,5958.275959
54.0,17,5958.275972
32.0,17,5958.275981
80.0,17,5958.275989
62.0,17,5958.275997
80.0,17,5958.276004
54.0,17,5958.276012
32.0,17,5958.754344
80.0,17,5958.754402
80.0,17,5958.754416
32.0,17,5958.754426
32.0,17,5958.754435
58.0,17,5958.754443
32.0,17,5958.754452
80.0,17,5958.75446
54.0,17,5959.247468
54.0,17,5959.247527
32.0,17,5959.247539
32.0,17,5959.247549
54.0,17,5959.247556
80.0,17,5959.247564
54.0,17,5959.247572
32.0,17,5959.24758
32.0,17,5959.740357
32.0,17,5959.740419
80.0,17,5959.740431
32.0,17,5959.74044
54.0,17,5959.740449
80.0,17,5959.740458
54.0,17,5959.740466
54.0,17,5959.740475
54.0,17,5960.212311
54.0,17,5960.212382
54.0,17,5960.212396
80.0,17,5960.212406
54.0,17,5960.212415
54.0,17,5960.212423
80.0,17,5960.212431
32.0,17,5960.212439
32.0,17,5960.701639
80.0,17,5960.701695
32.0,17,5960.701706
54.0,17,5960.701713
32.0,17,5960.70172
32.0,17,5960.701727
54.0,17,5960.701734
54.0,17,5960.701741
80.0,17,5961.199135
32.0,17,5961.199192
54.0,17,5961.199203
32.0,17,5961.199211
32.0,17,5961.199218
32.0,17,5961.199225
54.0,17,5961.199232
32.0,17,5961.199239
32.0,17,5961.626424
32.0,17,5961.626483
80.0,17,5961.626498
54.0,17,5961.626508
54.0,17,5961.626516
32.0,17,5961.626524
58.0,17,5961.626532
80.0,17,5961.626539
32.0,17,5962.093184
32.0,17,5962.093241
54.0,17,5962.093255
80.0,17,5962.093264
54.0,17,5962.093272
80.0,17,5962.093279
80.0,17,5962.093287
32.0,17,5962.093294
54.0,17,5962.570943
80.0,17,5962.571043
80.0,17,5962.571054
32.0,17,5962.571062
32.0,17,5962.571069
32.0,17,5962.571076
80.0,17,5962.571083
32.0,17,5962.571094
54.0,17,5963.017739
80.0,17,5963.017805
32.0,17,5963.01782
32.0,17,5963.01783
58.0,17,5963.017838
32.0,17,5963.017846
58.0,17,5963.017853
54.0,17,5963.017861
58.0,17,5963.502192
32.0,17,5963.50225
66.0,17,5963.502264
32.0,17,5963.502273
32.0,17,5963.502281
32.0,17,5963.502289
80.0,17,5963.502298
54.0,17,5963.502306
80.0,17,5963.983974
80.0,17,5963.984036
54.0,17,5963.98405
80.0,17,5963.984061
54.0,17,5963.984069
54.0,17,5963.984077
80.0,17,5963.984085
32.0,17,5963.984093
80.0,17,5964.451446
54.0,17,5964.451499
32.0,17,5964.451509
54.0,17,5964.451516
54.0,17,5964.451523
54.0,17,5964.45153
80.0,17,5964.451537
54.0,17,5964.451544
54.0,17,5964.923131
80.0,17,5964.923182
32.0,17,5964.923192
32.0,17,5964.9232
80.0,17,5964.923207
54.0,17,5964.923214
14.0,17,5964.923221
54.0,17,5964.923227
54.0,17,5965.435301
32.0,17,5965.435377
32.0,17,5965.435389
54.0,17,5965.435397
58.0,17,5965.435404
32.0,17,5965.43541
80.0,17,5965.435417
54.0,17,5965.435424
80.0,17,5965.940624
54.0,17,5965.940678
54.0,17,5965.94069
32.0,17,5965.940698
54.0,17,5965.940707
32.0,17,5965.940715
54.0,17,5965.940723
80.0,17,5965.940731
80.0,17,5966.420691
80.0,17,5966.420757
54.0,17,5966.420771
80.0,17,5966.420781
80.0,17,5966.420789
80.0,17,5966.420796
54.0,17,5966.420804
54.0,17,5966.420812
54.0,17,5966.921345
32.0,17,5966.921402
54.0,17,5966.921414
32.0,17,5966.921423
32.0,17,5966.921432
54.0,17,5966.92144
80.0,17,5966.921448
54.0,17,5966.921456
54.0,17,5967.411549
14.0,17,5967.411615
32.0,17,5967.411631
58.0,17,5967.411642
54.0,17,5967.411651
32.0,17,5967.411659
54.0,17,5967.411666
32.0,17,5967.411674
54.0,17,5967.903459
32.0,17,5967.903533
54.0,17,5967.903544
54.0,17,5967.903552
32.0,17,5967.903559
32.0,17,5967.903566
80.0,17,5967.903572
80.0,17,5967.903579
54.0,17,5968.398709
36.0,17,5968.398762
32.0,17,5968.398772
54.0,17,5968.398779
54.0,17,5968.398786
80.0,17,5968.398793
80.0,17,5968.398799
14.0,17,5968.398806
54.0,17,5968.821659
32.0,17,5968.821715
32.0,17,5968.821728
80.0,17,5968.821737
80.0,17,5968.821746
32.0,17,5968.821755
32.0,17,5968.821763
54.0,17,5968.821771
80.0,17,5968.869398
32.0,17,5968.869446
54.0,17,5968.86946
32.0,17,5968.869469
54.0,17,5968.869477
32.0,17,5968.869484
54.0,17,5968.869492
32.0,17,5968.869499
54.0,17,5968.920559
80.0,17,5968.920603
54.0,17,5968.920617
32.0,17,5968.920626
80.0,17,5968.920633
58.0,17,5968.920641
14.0,17,5968.920649
32.0,17,5968.920656
54.0,17,5968.964428
32.0,17,5968.964469
32.0,17,5968.964483
54.0,17,5968.964493
32.0,17,5968.964501
54.0,17,5968.964509
54.0,17,5968.964516
80.0,17,5968.964524
32.0,17,5968.995797
80.0,17,5968.995836
32.0,17,5968.995848
80.0,17,5968.995857
54.0,17,5968.995864
32.0,17,5968.995872
54.0,17,5968.995879
32.0,17,5968.995887
80.0,17,5969.027816
32.0,17,5969.027854
32.0,17,5969.027865
32.0,17,5969.027872
54.0,17,5969.027878
14.0,17,5969.027884
54.0,17,5969.027889
36.0,17,5969.027895
80.0,17,5969.066603
32.0,17,5969.06666
58.0,17,5969.066678
80.0,17,5969.066689
80.0,17,5969.0667
54.0,17,5969.06671
32.0,17,5969.06672
80.0,17,5969.06673
54.0,17,5969.113878
54.0,17,5969.113949
54.0,17,5969.113973
54.0,17,5969.113987
54.0,17,5969.113999
32.0,17,5969.114012
32.0,17,5969.114026
80.0,17,5969.114038
32.0,17,5969.586045
80.0,17,5969.586099
80.0,17,5969.58611
80.0,17,5969.586118
80.0,17,5969.586125
32.0,17,5969.586132
54.0,17,5969.586139
62.0,17,5969.586146
58.0,17,5970.079937
80.0,17,5970.079999
32.0,17,5970.080015
32.0,17,5970.080025
54.0,17,5970.080033
54.0,17,5970.080042
80.0,17,5970.080049
32.0,17,5970.080057
32.0,17,5970.553514
58.0,17,5970.55358
54.0,17,5970.553597
80.0,17,5970.553607
54.0,17,5970.553615
54.0,17,5970.553624
32.0,17,5970.553632
54.0,17,5970.553641
58.0,17,5971.035541
54.0,17,5971.035596
54.0,17,5971.035608
32.0,17,5971.035617
58.0,17,5971.035625
54.0,17,5971.035633
32.0,17,5971.035641
80.0,17,5971.035648
80.0,17,5971.54384
54.0,17,5971.543904
32.0,17,5971.543916
32.0,17,5971.543933
80.0,17,5971.543941
58.0,17,5971.54395
54.0,17,5971.54396
32.0,17,5971.543968
32.0,17,5972.019089
54.0,17,5972.019164
80.0,17,5972.019175
32.0,17,5972.019182
54.0,17,5972.019189
54.0,17,5972.019196
54.0,17,5972.019202
32.0,17,5972.019209
32.0,17,5972.508413
80.0,17,5972.508473
80.0,17,5972.508488
80.0,17,5972.508497
62.0,17,5972.508504
80.0,17,5972.508512
54.0,17,5972.508519
80.0,17,5972.508527
32.0,17,5972.989012
80.0,17,5972.989082
54.0,17,5972.989096
80.0,17,5972.989105
54.0,17,5972.989126
80.0,17,5972.989135
54.0,17,5972.989144
32.0,17,5972.989152
54.0,17,5973.473323
32.0,17,5973.473382
54.0,17,5973.473396
54.0,17,5973.473405
54.0,17,5973.473413
32.0,17,5973.473421
54.0,17,5973.473428
32.0,17,5973.473436
54.0,17,5973.948479
54.0,17,5973.948537
32.0,17,5973.948552
54.0,17,5973.948562
54.0,17,5973.94857
54.0,17,5973.948579
32.0,17,5973.948586
54.0,17,5973.948594
54.0,17,5974.421958
80.0,17,5974.422024
80.0,17,5974.422043
58.0,17,5974.422053
80.0,17,5974.422062
80.0,17,5974.42207
54.0,17,5974.422079
80.0,17,5974.422087
54.0,17,5974.912423
32.0,17,5974.912481
32.0,17,5974.912493
80.0,17,5974.912502
54.0,17,5974.91251
54.0,17,5974.912519
14.0,17,5974.912527
54.0,17,5974.912534
54.0,17,5975.379031
54.0,17,5975.379085
54.0,17,5975.379094
54.0,17,5975.379102
32.0,17,5975.379108
32.0,17,5975.379115
80.0,17,5975.379122
54.0,17,5975.379129
80.0,17,5975.870222
54.0,17,5975.870278
54.0,17,5975.870291
54.0,17,5975.8703
54.0,17,5975.870308
80.0,17,5975.870316
54.0,17,5975.870324
54.0,17,5975.870332
80.0,17,5976.354142
36.0,17,5976.354194
32.0,17,5976.354205
32.0,17,5976.354212
54.0,17,5976.354219
32.0,17,5976.354226
80.0,17,5976.354233
54.0,17,5976.354239
80.0,17,5976.843287
80.0,17,5976.843363
80.0,17,5976.843375
54.0,17,5976.843382
32.0,17,5976.843389
80.0,17,5976.843396
54.0,17,5976.843402
80.0,17,5976.843409
80.0,17,5977.289521
58.0,17,5977.289579
32.0,17,5977.289593
32.0,17,5977.289602
80.0,17,5977.289611
54.0,17,5977.289619
54.0,17,5977.289627
54.0,17,5977.289635
54.0,17,5977.793366
14.0,17,5977.793438
32.0,17,5977.793453
32.0,17,5977.793461
32.0,17,5977.793469
80.0,17,5977.793478
32.0,17,5977.793486
32.0,17,5977.793494
58.0,17,5978.267813
54.0,17,5978.267872
80.0,17,5978.267882
54.0,17,5978.26789
54.0,17,5978.267897
80.0,17,5978.267904
36.0,17,5978.267911
80.0,17,5978.267917
32.0,17,5978.723789
54.0,17,5978.723846
80.0,17,5978.72386
54.0,17,5978.72387
80.0,17,5978.723878
58.0,17,5978.723886
32.0,17,5978.723894
80.0,17,5978.723902
80.0,17,5979.216756
80.0,17,5979.216841
54.0,17,5979.216856
32.0,17,5979.216866
80.0,17,5979.216874
32.0,17,5979.216882
80.0,17,5979.21689
54.0,17,5979.216899
32.0,17,5979.715177
80.0,17,5979.715246
54.0,17,5979.715257
80.0,17,5979.715264
54.0,17,5979.715271
58.0,17,5979.715278
54.0,17,5979.715284
32.0,17,5979.715291
80.0,17,5980.194124
32.0,17,5980.194179
80.0,17,5980.194191
32.0,17,5980.1942
54.0,17,5980.194209
54.0,17,5980.194217
80.0,17,5980.194226
54.0,17,5980.194233
32.0,17,5980.683334
32.0,17,5980.6834
32.0,17,5980.683415
80.0,17,5980.683424
54.0,17,5980.683432
80.0,17,5980.68344
54.0,17,5980.683448
54.0,17,5980.683457
54.0,17,5981.178142
32.0,17,5981.178195
54.0,17,5981.178205
32.0,17,5981.178212
80.0,17,5981.178219
54.0,17,5981.178225
32.0,17,5981.178232
32.0,17,5981.178238
54.0,17,5981.599492
32.0,17,5981.599573
54.0,17,5981.599586
32.0,17,5981.599595
54.0,17,5981.599604
54.0,17,5981.599612
32.0,17,5981.59962
54.0,17,5981.599629
32.0,17,5982.088663
80.0,17,5982.088723
54.0,17,5982.088737
32.0,17,5982.088747
58.0,17,5982.088756
32.0,17,5982.088763
80.0,17,5982.088771
80.0,17,5982.088779
80.0,17,5982.551257
80.0,17,5982.551327
80.0,17,5982.551341
80.0,17,5982.55135
32.0,17,5982.551359
32.0,17,5982.551367
54.0,17,5982.551375
32.0,17,5982.551383
58.0,17,5983.032148
54.0,17,5983.032206
54.0,17,5983.032219
54.0,17,5983.032228
36.0,17,5983.032237
80.0,17,5983.032244
32.0,17,5983.032253
32.0,17,5983.032267
32.0,17,5983.525408
54.0,17,5983.52547
80.0,17,5983.525485
58.0,17,5983.525494
80.0,17,5983.525503
58.0,17,5983.525511
54.0,17,5983.525519
80.0,17,5983.525531
32.0,17,5983.979199
32.0,17,5983.979253
80.0,17,5983.979263
54.0,17,5983.97927
80.0,17,5983.979278
32.0,17,5983.979285
58.0,17,5983.979291
54.0,17,5983.979298
80.0,17,5984.46324
32.0,17,5984.463293
80.0,17,5984.463304
54.0,17,5984.463311
32.0,17,5984.463318
32.0,17,5984.463325
80.0,17,5984.463331
80.0,17,5984.463338
80.0,17,5984.922908
80.0,17,5984.92296
54.0,17,5984.922971
32.0,17,5984.922979
58.0,17,5984.922986
54.0,17,5984.922992
32.0,17,5984.922999
32.0,17,5984.923006
54.0,17,6145.25014
58.0,17,6145.250236
54.0,17,6145.250246
54.0,17,6145.250252
32.0,17,6145.250261
32.0,17,6145.250266
80.0,17,6145.250271
54.0,17,6145.250276
32.0,17,6145.269629
80.0,17,6145.269661
32.0,17,6145.26967
32.0,17,6145.269676
54.0,17,6145.269681
80.0,17,6145.269686
80.0,17,6145.269691
32.0,17,6145.269696
54.0,17,6145.293655
32.0,17,6145.293689
80.0,17,6145.293698
32.0,17,6145.293705
14.0,17,6145.29371
80.0,17,6145.293715
54.0,17,6145.29372
54.0,17,6145.293725
54.0,17,6145.326656
32.0,17,6145.3267
80.0,17,6145.326713
54.0,17,6145.326722
80.0,17,6145.326729
58.0,17,6145.326736
54.0,17,6145.326743
80.0,17,6145.32675
80.0,17,6145.368754
80.0,17,6145.368807
54.0,17,6145.368825
58.0,17,6145.368837
32.0,17,6145.368848
32.0,17,6145.368858
80.0,17,6145.368867
80.0,17,6145.368877
32.0,17,6145.413293
32.0,17,6145.413346
32.0,17,6145.413363
54.0,17,6145.413374
58.0,17,6145.413386
54.0,17,6145.413396
62.0,17,6145.413406
32.0,17,6145.413416
54.0,17,6145.462203
54.0,17,6145.46227
54.0,17,6145.46229
54.0,17,6145.462303
80.0,17,6145.462315
32.0,17,6145.462327
54.0,17,6145.462339
32.0,17,6145.46235
80.0,17,6145.516199
54.0,17,6145.516344
80.0,17,6145.516369
32.0,17,6145.516384
58.0,17,6145.516397
54.0,17,6145.516411
80.0,17,6145.516423
80.0,17,6145.516436
80.0,17,6145.578613
54.0,17,6145.578694
80.0,17,6145.578719
54.0,17,6145.578734
54.0,17,6145.578749
32.0,17,6145.578764
54.0,17,6145.578779
80.0,17,6145.578793
80.0,17,6145.631969
58.0,17,6145.632037
80.0,17,6145.632059
80.0,17,6145.632075
54.0,17,6145.632088
80.0,17,6145.632101
32.0,17,6145.632113
80.0,17,6145.632126
32.0,17,6145.710276
54.0,17,6145.710337
80.0,17,6145.710361
80.0,17,6145.710378
32.0,17,6145.710392
80.0,17,6145.710405
54.0,17,6145.710418
32.0,17,6145.710432
54.0,17,6146.139793
80.0,17,6146.139855
54.0,17,6146.139868
80.0,17,6146.139876
80.0,17,6146.139884
54.0,17,6146.139892
32.0,17,6146.139899
80.0,17,6146.139908
80.0,17,6146.628836
80.0,17,6146.628904
54.0,17,6146.62892
58.0,17,6146.628929
54.0,17,6146.628937
80.0,17,6146.628945
80.0,17,6146.628953
80.0,17,6146.628961
80.0,17,6147.118187
58.0,17,6147.118271
32.0,17,6147.118285
54.0,17,6147.118294
32.0,17,6147.118301
54.0,17,6147.118309
54.0,17,6147.118317
32.0,17,6147.118325
54.0,17,6147.582832
32.0,17,6147.582886
32.0,17,6147.582895
54.0,17,6147.582903
80.0,17,6147.582909
54.0,17,6147.582916
54.0,17,6147.582923
32.0,17,6147.58293
54.0,17,6148.055252
32.0,17,6148.055305
54.0,17,6148.055315
80.0,17,6148.055323
80.0,17,6148.055329
54.0,17,6148.055336
54.0,17,6148.055343
80.0,17,6148.055349
32.0,17,6148.426908
80.0,17,6148.42696
58.0,17,6148.42697
80.0,17,6148.426978
80.0,17,6148.426985
80.0,17,6148.426991
80.0,17,6148.426998
80.0,17,6148.427005
80.0,17,6148.867648
32.0,17,6148.867702
32.0,17,6148.867715
58.0,17,6148.867724
54.0,17,6148.867732
80.0,17,6148.86774
32.0,17,6148.867748
54.0,17,6148.867756
80.0,17,6149.326994
32.0,17,6149.327065
32.0,17,6149.327081
54.0,17,6149.32709
32.0,17,6149.327099
54.0,17,6149.327108
32.0,17,6149.327115
54.0,17,6149.327123
32.0,17,6149.835213
58.0,17,6149.835286
54.0,17,6149.835297
54.0,17,6149.835304
80.0,17,6149.835311
80.0,17,6149.835319
80.0,17,6149.835325
32.0,17,6149.835332
54.0,17,6150.339582
54.0,17,6150.339639
36.0,17,6150.33965
80.0,17,6150.339667
80.0,17,6150.339675
54.0,17,6150.339683
54.0,17,6150.33969
80.0,17,6150.339698
80.0,17,6150.827118
32.0,17,6150.827171
80.0,17,6150.827182
32.0,17,6150.827189
14.0,17,6150.827196
54.0,17,6150.827202
80.0,17,6150.827209
80.0,17,6150.827215
80.0,17,6151.320923
32.0,17,6151.320973
54.0,17,6151.320983
32.0,17,6151.32099
54.0,17,6151.320997
80.0,17,6151.321004
32.0,17,6151.321011
32.0,17,6151.321018
32.0,17,6151.77592
80.0,17,6151.775979
54.0,17,6151.775992
32.0,17,6151.776002
80.0,17,6151.77601
54.0,17,6151.776018
32.0,17,6151.776026
58.0,17,6151.776034
80.0,17,6152.240234
80.0,17,6152.240291
32.0,17,6152.240305
54.0,17,6152.240315
80.0,17,6152.240323
32.0,17,6152.240331
80.0,17,6152.240339
54.0,17,6152.240346
54.0,17,6152.734551
14.0,17,6152.734608
54.0,17,6152.734622
54.0,17,6152.734632
58.0,17,6152.73464
54.0,17,6152.734648
54.0,17,6152.734657
54.0,17,6152.734665
54.0,17,6153.235109
80.0,17,6153.235163
80.0,17,6153.235173
80.0,17,6153.23518
80.0,17,6153.235187
32.0,17,6153.235194
80.0,17,6153.235201
58.0,17,6153.235208
32.0,17,6153.699959
54.0,17,6153.700016
54.0,17,6153.70003
58.0,17,6153.700039
80.0,17,6153.700048
80.0,17,6153.700056
54.0,17,6153.700064
80.0,17,6153.700072
54.0,17,6154.168016
54.0,17,6154.168111
54.0,17,6154.168122
80.0,17,6154.168129
32.0,17,6154.168136
54.0,17,6154.168143
32.0,17,6154.168149
32.0,17,6154.168156
80.0,17,6154.655389
54.0,17,6154.655469
54.0,17,6154.655485
54.0,17,6154.655494
32.0,17,6154.655501
32.0,17,6154.655509
80.0,17,6154.655517
54.0,17,6154.655525
32.0,17,6155.123213
32.0,17,6155.123271
54.0,17,6155.123281
80.0,17,6155.123289
80.0,17,6155.123296
32.0,17,6155.123302
58.0,17,6155.123308
58.0,17,6155.123315
54.0,17,6155.62898
80.0,17,6155.629038
32.0,17,6155.629052
14.0,17,6155.629062
54.0,17,6155.62907
32.0,17,6155.629078
32.0,17,6155.629086
80.0,17,6155.629094
80.0,17,6156.120481
32.0,17,6156.120574
32.0,17,6156.120589
80.0,17,6156.120598
80.0,17,6156.120606
80.0,17,6156.120615
80.0,17,6156.120623
54.0,17,6156.120631
32.0,17,6156.60826
54.0,17,6156.608319
80.0,17,6156.608334
54.0,17,6156.608344
40.0,17,6156.608353
54.0,17,6156.608361
80.0,17,6156.60837
80.0,17,6156.608378
80.0,17,6157.105173
80.0,17,6157.105224
32.0,17,6157.105234
32.0,17,6157.105242
80.0,17,6157.105249
32.0,17,6157.105255
32.0,17,6157.105262
32.0,17,6157.105268
32.0,17,6157.596117
80.0,17,6157.59617
80.0,17,6157.596181
54.0,17,6157.596189
32.0,17,6157.596195
58.0,17,6157.596202
32.0,17,6157.596209
80.0,17,6157.596215
54.0,17,6158.09116
54.0,17,6158.091212
80.0,17,6158.091222
14.0,17,6158.091229
80.0,17,6158.091236
80.0,17,6158.091243
54.0,17,6158.091249
54.0,17,6158.091256
54.0,17,6158.581702
80.0,17,6158.581756
32.0,17,6158.581766
80.0,17,6158.581773
54.0,17,6158.58178
80.0,17,6158.581787
80.0,17,6158.581794
54.0,17,6158.581801
58.0,17,6159.065163
80.0,17,6159.06522
80.0,17,6159.065236
54.0,17,6159.065246
54.0,17,6159.065254
32.0,17,6159.065262
80.0,17,6159.06527
32.0,17,6159.065279
58.0,17,6159.522187
32.0,17,6159.522252
14.0,17,6159.522265
80.0,17,6159.522275
32.0,17,6159.522283
80.0,17,6159.522291
80.0,17,6159.522298
80.0,17,6159.522306
54.0,17,6159.979958
80.0,17,6159.980017
54.0,17,6159.98003
32.0,17,6159.980039
32.0,17,6159.980048
80.0,17,6159.980056
80.0,17,6159.980064
54.0,17,6159.980072
58.0,17,6160.407832
80.0,17,6160.407892
58.0,17,6160.407905
32.0,17,6160.407914
32.0,17,6160.407923
54.0,17,6160.40793
54.0,17,6160.407938
80.0,17,6160.407946
32.0,17,6160.902738
54.0,17,6160.9028
80.0,17,6160.902812
32.0,17,6160.90282
80.0,17,6160.902827
80.0,17,6160.902834
80.0,17,6160.90284
54.0,17,6160.902847
32.0,17,6161.399289
32.0,17,6161.399342
80.0,17,6161.399352
54.0,17,6161.39936
40.0,17,6161.399367
32.0,17,6161.399374
80.0,17,6161.39938
80.0,17,6161.399387
58.0,17,6161.870451
32.0,17,6161.870528
32.0,17,6161.870539
80.0,17,6161.870546
54.0,17,6161.870553
80.0,17,6161.870559
54.0,17,6161.870566
32.0,17,6161.870579
54.0,17,6162.349094
54.0,17,6162.349171
32.0,17,6162.349186
80.0,17,6162.349195
32.0,17,6162.349204
80.0,17,6162.349211
32.0,17,6162.349219
54.0,17,6162.349227
80.0,17,6162.839799
80.0,17,6162.839854
54.0,17,6162.839867
32.0,17,6162.839875
32.0,17,6162.839883
32.0,17,6162.839891
80.0,17,6162.839899
