#{"t_start": 1745837767.579715, "env_id": "None"}
r,l,t
32.0,17,214.13867
66.0,17,214.138679
40.0,17,214.138687
58.0,17,214.62509
54.0,17,214.62517
58.0,17,214.625181
26.0,17,214.625188
32.0,17,214.625195
44.0,17,214.625205
36.0,17,214.625213
40.0,17,214.625219
62.0,17,215.116086
36.0,17,215.116144
62.0,17,215.116158
40.0,17,215.116167
54.0,17,215.116175
48.0,17,215.116184
44.0,17,215.116192
40.0,17,215.1162
58.0,17,215.575965
48.0,17,215.576039
32.0,17,215.576054
62.0,17,215.576063
18.0,17,215.576072
62.0,17,215.57608
32.0,17,215.576089
80.0,17,215.576097
22.0,17,216.046849
36.0,17,216.046906
44.0,17,216.046917
14.0,17,216.046925
44.0,17,216.046934
40.0,17,216.046942
58.0,17,216.04695
62.0,17,216.046958
22.0,17,216.494547
62.0,17,216.494626
44.0,17,216.494638
66.0,17,216.494647
66.0,17,216.494655
62.0,17,216.494663
40.0,17,216.494671
32.0,17,216.494679
48.0,17,216.995139
26.0,17,216.995195
58.0,17,216.995208
80.0,17,216.995215
32.0,17,216.995223
62.0,17,216.995231
48.0,17,216.995238
62.0,17,216.995251
14.0,17,217.440237
36.0,17,217.440333
40.0,17,217.440344
54.0,17,217.440351
44.0,17,217.440358
44.0,17,217.440365
40.0,17,217.440371
54.0,17,217.440378
40.0,17,217.909644
66.0,17,217.909698
44.0,17,217.909708
62.0,17,217.909715
44.0,17,217.909722
14.0,17,217.909729
66.0,17,217.909736
48.0,17,217.909743
80.0,17,218.380632
48.0,17,218.380689
26.0,17,218.380701
22.0,17,218.380709
26.0,17,218.380717
40.0,17,218.380725
40.0,17,218.380734
44.0,17,218.380742
66.0,17,218.846824
40.0,17,218.846882
40.0,17,218.846894
66.0,17,218.846902
80.0,17,218.84691
40.0,17,218.846919
66.0,17,218.846927
26.0,17,218.846935
14.0,17,219.331949
26.0,17,219.332005
48.0,17,219.332018
18.0,17,219.332027
62.0,17,219.332035
18.0,17,219.332044
62.0,17,219.332051
80.0,17,219.332059
32.0,17,219.851384
36.0,17,219.851493
40.0,17,219.851504
54.0,17,219.851511
22.0,17,219.851518
40.0,17,219.851525
80.0,17,219.851532
62.0,17,219.851538
26.0,17,220.337518
26.0,17,220.337575
62.0,17,220.337589
66.0,17,220.337599
32.0,17,220.337607
44.0,17,220.337616
62.0,17,220.337625
58.0,17,220.337633
44.0,17,220.827349
32.0,17,220.827421
58.0,17,220.827432
32.0,17,220.82744
58.0,17,220.827447
40.0,17,220.827454
32.0,17,220.827463
62.0,17,220.827469
22.0,17,221.308166
62.0,17,221.30825
44.0,17,221.30826
26.0,17,221.308267
40.0,17,221.308274
54.0,17,221.308281
62.0,17,221.308288
40.0,17,221.308295
48.0,17,221.787808
14.0,17,221.787861
26.0,17,221.787871
40.0,17,221.787878
32.0,17,221.787885
58.0,17,221.787892
62.0,17,221.787899
58.0,17,221.787905
54.0,17,222.275988
36.0,17,222.276041
54.0,17,222.276051
58.0,17,222.276058
44.0,17,222.276066
66.0,17,222.276073
40.0,17,222.276079
66.0,17,222.276086
62.0,17,222.752069
14.0,17,222.75215
80.0,17,222.752167
18.0,17,222.752177
58.0,17,222.752185
80.0,17,222.752194
80.0,17,222.752202
80.0,17,222.752211
44.0,17,223.275698
58.0,17,223.275793
32.0,17,223.275806
80.0,17,223.275817
26.0,17,223.275825
48.0,17,223.275832
18.0,17,223.275841
58.0,17,223.27585
62.0,17,223.737405
54.0,17,223.737464
62.0,17,223.737474
80.0,17,223.737481
54.0,17,223.737489
26.0,17,223.737495
54.0,17,223.737502
54.0,17,223.737509
66.0,17,224.203189
62.0,17,224.203239
62.0,17,224.203249
36.0,17,224.203255
32.0,17,224.203262
48.0,17,224.203269
48.0,17,224.203275
54.0,17,224.203282
62.0,17,224.679681
80.0,17,224.679736
54.0,17,224.679747
66.0,17,224.679756
40.0,17,224.679763
80.0,17,224.679771
40.0,17,224.679779
62.0,17,224.679787
32.0,17,225.156029
58.0,17,225.156088
36.0,17,225.156102
54.0,17,225.156112
66.0,17,225.15612
62.0,17,225.156129
40.0,17,225.156137
40.0,17,225.156145
40.0,17,225.635196
54.0,17,225.635253
44.0,17,225.635263
48.0,17,225.635271
32.0,17,225.635278
26.0,17,225.635285
48.0,17,225.635292
62.0,17,225.635298
44.0,17,226.143826
32.0,17,226.1439
44.0,17,226.143914
48.0,17,226.143923
62.0,17,226.143931
40.0,17,226.143939
26.0,17,226.143947
62.0,17,226.143955
54.0,17,226.609879
32.0,17,226.609977
32.0,17,226.609992
44.0,17,226.610002
48.0,17,226.610012
58.0,17,226.610022
54.0,17,226.610032
66.0,17,226.610041
44.0,17,227.087197
62.0,17,227.08725
58.0,17,227.08726
44.0,17,227.087267
58.0,17,227.087274
48.0,17,227.08728
58.0,17,227.087287
40.0,17,227.087293
44.0,17,227.560145
26.0,17,227.560203
62.0,17,227.560216
40.0,17,227.560225
40.0,17,227.560232
58.0,17,227.560241
40.0,17,227.560249
80.0,17,227.560257
62.0,17,228.054429
66.0,17,228.054487
26.0,17,228.0545
36.0,17,228.05451
80.0,17,228.054518
44.0,17,228.054527
44.0,17,228.054535
44.0,17,228.054543
66.0,17,228.52306
58.0,17,228.523116
40.0,17,228.523128
32.0,17,228.523137
22.0,17,228.523145
18.0,17,228.523154
44.0,17,228.523169
40.0,17,228.523177
48.0,17,228.871151
40.0,17,228.871207
48.0,17,228.871219
40.0,17,228.871226
26.0,17,228.871233
58.0,17,228.87124
32.0,17,228.871248
44.0,17,228.871254
80.0,17,229.220164
32.0,17,229.220227
58.0,17,229.22024
62.0,17,229.22025
48.0,17,229.220259
48.0,17,229.220269
32.0,17,229.220279
48.0,17,229.220288
32.0,17,229.707077
14.0,17,229.707129
58.0,17,229.707139
44.0,17,229.707146
26.0,17,229.707152
26.0,17,229.707159
40.0,17,229.707166
48.0,17,229.707172
40.0,17,230.19168
80.0,17,230.191735
66.0,17,230.191747
36.0,17,230.191756
80.0,17,230.191763
62.0,17,230.191772
40.0,17,230.191779
32.0,17,230.191787
26.0,17,230.612892
62.0,17,230.612952
32.0,17,230.612967
40.0,17,230.612978
40.0,17,230.612986
26.0,17,230.612994
40.0,17,230.613002
44.0,17,230.613009
40.0,17,231.095293
36.0,17,231.095346
58.0,17,231.095357
62.0,17,231.095364
26.0,17,231.095371
80.0,17,231.095377
32.0,17,231.095385
66.0,17,231.095392
66.0,17,231.610706
40.0,17,231.61076
62.0,17,231.610769
62.0,17,231.610777
32.0,17,231.610784
58.0,17,231.610791
40.0,17,231.610798
36.0,17,231.610805
66.0,17,232.102894
54.0,17,232.102973
58.0,17,232.102989
48.0,17,232.102998
48.0,17,232.103008
66.0,17,232.103016
40.0,17,232.103025
62.0,17,232.103033
58.0,17,232.557964
44.0,17,232.558048
58.0,17,232.55806
58.0,17,232.558068
62.0,17,232.558075
14.0,17,232.558082
62.0,17,232.558089
66.0,17,232.558095
40.0,17,233.026533
14.0,17,233.02661
54.0,17,233.026624
40.0,17,233.026633
54.0,17,233.026641
44.0,17,233.026651
54.0,17,233.026659
54.0,17,233.026667
40.0,17,233.523201
22.0,17,233.523254
44.0,17,233.523265
36.0,17,233.523272
32.0,17,233.523279
32.0,17,233.523288
62.0,17,233.523294
62.0,17,233.523301
80.0,17,233.979532
54.0,17,233.979593
26.0,17,233.979609
58.0,17,233.979619
58.0,17,233.979627
44.0,17,233.979635
66.0,17,233.979643
80.0,17,233.979651
26.0,17,234.435935
26.0,17,234.435994
26.0,17,234.436007
32.0,17,234.436016
58.0,17,234.436024
62.0,17,234.436031
80.0,17,234.436039
26.0,17,234.436046
40.0,17,234.903267
66.0,17,234.903322
44.0,17,234.903332
40.0,17,234.90334
58.0,17,234.903346
66.0,17,234.903353
66.0,17,234.90336
48.0,17,234.903367
58.0,17,235.385615
54.0,17,235.385675
80.0,17,235.385688
58.0,17,235.385697
32.0,17,235.385704
48.0,17,235.385712
14.0,17,235.38572
44.0,17,235.385728
32.0,17,235.868826
62.0,17,235.868886
36.0,17,235.8689
40.0,17,235.86891
44.0,17,235.868917
80.0,17,235.868927
58.0,17,235.868934
36.0,17,235.868943
66.0,17,236.34878
26.0,17,236.348834
32.0,17,236.348844
54.0,17,236.348851
36.0,17,236.348858
58.0,17,236.348865
26.0,17,236.348871
58.0,17,236.348879
66.0,17,236.844616
58.0,17,236.844674
32.0,17,236.844688
32.0,17,236.844696
44.0,17,236.844705
40.0,17,236.844712
62.0,17,236.844721
40.0,17,236.844731
54.0,17,237.311589
32.0,17,237.311648
40.0,17,237.311662
26.0,17,237.311671
36.0,17,237.31168
32.0,17,237.311688
26.0,17,237.311697
40.0,17,237.311706
62.0,17,237.809444
66.0,17,237.809504
66.0,17,237.809517
40.0,17,237.809526
44.0,17,237.809534
62.0,17,237.809542
40.0,17,237.809549
58.0,17,237.809558
14.0,17,238.296448
32.0,17,238.296501
40.0,17,238.29651
66.0,17,238.296517
48.0,17,238.296524
62.0,17,238.296531
48.0,17,238.296538
32.0,17,238.296545
26.0,17,238.796306
26.0,17,238.796358
44.0,17,238.796367
66.0,17,238.796375
66.0,17,238.796382
58.0,17,238.796389
40.0,17,238.796396
80.0,17,238.796402
40.0,17,239.27127
26.0,17,239.271327
62.0,17,239.271342
36.0,17,239.271351
58.0,17,239.271359
40.0,17,239.271367
66.0,17,239.271374
44.0,17,239.271382
54.0,17,239.724859
36.0,17,239.724912
40.0,17,239.724922
54.0,17,239.724929
40.0,17,239.724936
44.0,17,239.724943
66.0,17,239.724949
32.0,17,239.724956
44.0,17,240.210998
66.0,17,240.211051
32.0,17,240.211061
48.0,17,240.211068
40.0,17,240.211075
36.0,17,240.211082
62.0,17,240.211089
62.0,17,240.211096
26.0,17,240.678032
66.0,17,240.678083
62.0,17,240.678093
80.0,17,240.678107
62.0,17,240.678114
40.0,17,240.678121
80.0,17,240.678129
80.0,17,240.678135
62.0,17,241.16015
32.0,17,241.160209
40.0,17,241.160223
40.0,17,241.160232
40.0,17,241.16024
40.0,17,241.160248
80.0,17,241.160256
44.0,17,241.160264
62.0,17,241.647353
14.0,17,241.647407
58.0,17,241.647416
44.0,17,241.647424
40.0,17,241.647431
80.0,17,241.647438
32.0,17,241.647444
62.0,17,241.647451
40.0,17,242.11999
40.0,17,242.12005
58.0,17,242.120063
58.0,17,242.120073
54.0,17,242.120081
26.0,17,242.120089
26.0,17,242.120098
48.0,17,242.120107
40.0,17,242.56795
58.0,17,242.568008
62.0,17,242.568022
58.0,17,242.568032
40.0,17,242.568041
40.0,17,242.568049
80.0,17,242.568058
80.0,17,242.568067
54.0,17,243.017271
44.0,17,243.017323
62.0,17,243.017333
40.0,17,243.017341
48.0,17,243.017347
66.0,17,243.017354
40.0,17,243.017362
58.0,17,243.017368
44.0,17,243.492259
44.0,17,243.492318
40.0,17,243.492333
48.0,17,243.492342
40.0,17,243.49235
32.0,17,243.492358
40.0,17,243.492368
26.0,17,243.492375
66.0,17,243.943286
36.0,17,243.943345
26.0,17,243.94336
32.0,17,243.94337
66.0,17,243.943378
32.0,17,243.943386
40.0,17,243.943394
32.0,17,243.943402
44.0,17,244.427972
66.0,17,244.428027
66.0,17,244.428038
40.0,17,244.428046
58.0,17,244.428052
48.0,17,244.42806
66.0,17,244.428067
58.0,17,244.428074
62.0,17,244.912534
54.0,17,244.912588
36.0,17,244.912597
18.0,17,244.912604
40.0,17,244.912611
26.0,17,244.912618
44.0,17,244.912625
58.0,17,244.912632
40.0,17,245.457729
32.0,17,245.457787
62.0,17,245.457802
36.0,17,245.457813
44.0,17,245.457822
32.0,17,245.457829
40.0,17,245.457837
32.0,17,245.457845
48.0,17,245.953219
48.0,17,245.953273
40.0,17,245.953283
32.0,17,245.95329
40.0,17,245.953298
54.0,17,245.953305
62.0,17,245.953311
44.0,17,245.953318
40.0,17,246.428401
40.0,17,246.428454
66.0,17,246.428463
54.0,17,246.428471
54.0,17,246.428478
62.0,17,246.428485
14.0,17,246.428492
54.0,17,246.428498
62.0,17,246.923739
44.0,17,246.923799
66.0,17,246.923812
48.0,17,246.923822
48.0,17,246.923829
66.0,17,246.923837
62.0,17,246.923846
40.0,17,246.923854
66.0,17,247.369537
58.0,17,247.369597
54.0,17,247.369613
44.0,17,247.369622
58.0,17,247.36963
40.0,17,247.369639
40.0,17,247.369648
40.0,17,247.369656
44.0,17,247.819454
22.0,17,247.819512
40.0,17,247.819526
66.0,17,247.819535
40.0,17,247.819543
48.0,17,247.819551
54.0,17,247.819558
62.0,17,247.819567
80.0,17,248.290954
66.0,17,248.291006
80.0,17,248.291016
62.0,17,248.291023
44.0,17,248.291029
66.0,17,248.291036
62.0,17,248.291043
54.0,17,248.291049
32.0,17,248.75132
66.0,17,248.751378
26.0,17,248.751391
40.0,17,248.7514
26.0,17,248.751408
44.0,17,248.751416
58.0,17,248.751424
62.0,17,248.751432
80.0,17,249.241054
48.0,17,249.241126
32.0,17,249.241143
32.0,17,249.241153
66.0,17,249.24116
58.0,17,249.24117
44.0,17,249.241178
62.0,17,249.241185
54.0,17,249.72793
32.0,17,249.727983
40.0,17,249.727993
62.0,17,249.728
26.0,17,249.728007
40.0,17,249.728014
66.0,17,249.728021
48.0,17,249.728028
36.0,17,250.237088
26.0,17,250.237151
36.0,17,250.237163
32.0,17,250.237172
58.0,17,250.23718
40.0,17,250.237189
44.0,17,250.237197
80.0,17,250.237205
66.0,17,250.723279
54.0,17,250.723335
32.0,17,250.723344
40.0,17,250.723351
66.0,17,250.723358
48.0,17,250.723365
54.0,17,250.723372
80.0,17,250.723379
62.0,17,251.199082
44.0,17,251.199135
26.0,17,251.199145
18.0,17,251.199152
40.0,17,251.199159
36.0,17,251.199166
32.0,17,251.199172
32.0,17,251.199179
22.0,17,251.679744
44.0,17,251.679803
36.0,17,251.679816
26.0,17,251.679826
26.0,17,251.679834
54.0,17,251.679842
40.0,17,251.67985
48.0,17,251.679859
80.0,17,252.1622
32.0,17,252.162257
26.0,17,252.162272
32.0,17,252.162282
58.0,17,252.162291
66.0,17,252.162299
44.0,17,252.162307
66.0,17,252.162314
40.0,17,252.637185
44.0,17,252.637241
58.0,17,252.637256
80.0,17,252.637265
18.0,17,252.637274
54.0,17,252.637282
40.0,17,252.63729
18.0,17,252.637298
36.0,17,253.09135
58.0,17,253.09145
26.0,17,253.091467
54.0,17,253.091478
36.0,17,253.091486
54.0,17,253.091495
26.0,17,253.091505
32.0,17,253.091513
36.0,17,404.305811
22.0,17,404.305922
40.0,17,404.305935
18.0,17,404.305944
80.0,17,404.305952
44.0,17,404.30596
44.0,17,404.305969
44.0,17,404.305977
32.0,17,404.817541
48.0,17,404.817597
58.0,17,404.817607
54.0,17,404.817614
58.0,17,404.817621
48.0,17,404.817628
62.0,17,404.817634
40.0,17,404.817641
32.0,17,405.309999
54.0,17,405.310078
40.0,17,405.310093
62.0,17,405.310102
36.0,17,405.310109
80.0,17,405.310117
40.0,17,405.310125
48.0,17,405.310133
40.0,17,405.815734
54.0,17,405.815819
80.0,17,405.815832
32.0,17,405.81584
62.0,17,405.815849
40.0,17,405.815858
40.0,17,405.815866
66.0,17,405.815874
54.0,17,406.330335
14.0,17,406.330414
32.0,17,406.330429
66.0,17,406.33044
62.0,17,406.330449
54.0,17,406.330457
66.0,17,406.330465
44.0,17,406.330475
40.0,17,406.827332
32.0,17,406.827384
32.0,17,406.827394
58.0,17,406.827401
80.0,17,406.827408
58.0,17,406.827414
36.0,17,406.827421
40.0,17,406.827427
58.0,17,407.319193
32.0,17,407.319245
32.0,17,407.319256
32.0,17,407.319263
54.0,17,407.319269
54.0,17,407.319276
40.0,17,407.319283
36.0,17,407.319289
40.0,17,407.805069
36.0,17,407.805145
66.0,17,407.80516
32.0,17,407.805169
80.0,17,407.805178
40.0,17,407.805186
58.0,17,407.805194
32.0,17,407.805202
66.0,17,408.282978
40.0,17,408.283035
40.0,17,408.283047
62.0,17,408.283056
22.0,17,408.283065
54.0,17,408.283074
36.0,17,408.283082
58.0,17,408.28309
32.0,17,408.746122
32.0,17,408.746176
32.0,17,408.746188
32.0,17,408.746196
58.0,17,408.746204
14.0,17,408.746212
36.0,17,408.74622
80.0,17,408.746228
40.0,17,409.24221
66.0,17,409.242266
54.0,17,409.242276
62.0,17,409.242283
66.0,17,409.24229
44.0,17,409.242297
36.0,17,409.242303
66.0,17,409.24231
32.0,17,409.693763
66.0,17,409.693823
80.0,17,409.693835
54.0,17,409.693844
32.0,17,409.693852
32.0,17,409.69386
66.0,17,409.693868
54.0,17,409.693876
32.0,17,410.128163
32.0,17,410.128222
40.0,17,410.128237
32.0,17,410.128247
36.0,17,410.128256
80.0,17,410.128264
32.0,17,410.128273
58.0,17,410.128282
48.0,17,410.478118
58.0,17,410.478175
66.0,17,410.478188
54.0,17,410.478198
66.0,17,410.478205
32.0,17,410.478214
66.0,17,410.478222
44.0,17,410.47823
58.0,17,410.971035
36.0,17,410.971088
66.0,17,410.971098
40.0,17,410.971106
80.0,17,410.971113
32.0,17,410.971121
32.0,17,410.971128
32.0,17,410.971135
54.0,17,411.455557
36.0,17,411.455631
32.0,17,411.455645
48.0,17,411.455655
54.0,17,411.455663
44.0,17,411.45567
62.0,17,411.455678
26.0,17,411.455686
62.0,17,411.931102
40.0,17,411.931161
48.0,17,411.931175
32.0,17,411.931183
80.0,17,411.931192
32.0,17,411.9312
32.0,17,411.931209
54.0,17,411.931217
40.0,17,412.42337
62.0,17,412.423433
62.0,17,412.423448
66.0,17,412.423459
40.0,17,412.423467
40.0,17,412.423475
58.0,17,412.423483
40.0,17,412.423491
48.0,17,412.883556
54.0,17,412.883611
58.0,17,412.883624
80.0,17,412.883632
66.0,17,412.88364
54.0,17,412.883649
40.0,17,412.883657
54.0,17,412.883666
32.0,17,413.367974
58.0,17,413.368032
44.0,17,413.368048
36.0,17,413.368058
62.0,17,413.368066
44.0,17,413.368074
44.0,17,413.368082
66.0,17,413.36809
66.0,17,413.848138
54.0,17,413.848223
58.0,17,413.848237
58.0,17,413.848247
62.0,17,413.848254
36.0,17,413.848262
80.0,17,413.84827
40.0,17,413.848279
48.0,17,414.308112
58.0,17,414.308188
58.0,17,414.308203
40.0,17,414.308211
54.0,17,414.308219
18.0,17,414.308227
44.0,17,414.308235
62.0,17,414.308245
32.0,17,414.787715
36.0,17,414.78778
62.0,17,414.787797
32.0,17,414.787807
36.0,17,414.787816
54.0,17,414.787824
62.0,17,414.787832
26.0,17,414.787841
44.0,17,415.266745
32.0,17,415.266797
40.0,17,415.266807
62.0,17,415.266814
54.0,17,415.266821
18.0,17,415.266828
66.0,17,415.266834
54.0,17,415.266841
66.0,17,415.743719
54.0,17,415.743773
36.0,17,415.743787
36.0,17,415.743797
32.0,17,415.743805
36.0,17,415.743814
66.0,17,415.743821
62.0,17,415.743837
32.0,17,416.212703
62.0,17,416.212758
32.0,17,416.212768
14.0,17,416.212775
32.0,17,416.212781
40.0,17,416.212788
58.0,17,416.212795
54.0,17,416.212801
18.0,17,416.715242
66.0,17,416.715302
54.0,17,416.715316
48.0,17,416.715325
22.0,17,416.715333
44.0,17,416.715342
40.0,17,416.71535
40.0,17,416.715358
32.0,17,417.17194
58.0,17,417.172001
58.0,17,417.172016
58.0,17,417.172026
36.0,17,417.172036
48.0,17,417.172044
62.0,17,417.172051
54.0,17,417.17206
58.0,17,417.638446
66.0,17,417.638503
66.0,17,417.638517
58.0,17,417.638526
32.0,17,417.638535
32.0,17,417.638543
36.0,17,417.638552
36.0,17,417.63856
40.0,17,418.104598
44.0,17,418.104652
66.0,17,418.104661
80.0,17,418.104669
66.0,17,418.104676
36.0,17,418.104682
66.0,17,418.104689
62.0,17,418.104696
48.0,17,418.583439
40.0,17,418.583497
32.0,17,418.583511
66.0,17,418.583519
66.0,17,418.583528
26.0,17,418.583536
40.0,17,418.583544
40.0,17,418.583553
40.0,17,419.069356
80.0,17,419.069416
58.0,17,419.069431
80.0,17,419.069441
58.0,17,419.069449
54.0,17,419.069457
44.0,17,419.069464
58.0,17,419.069473
40.0,17,419.568429
62.0,17,419.568483
66.0,17,419.568493
48.0,17,419.568501
66.0,17,419.568507
32.0,17,419.568514
32.0,17,419.568521
66.0,17,419.568528
32.0,17,420.043105
80.0,17,420.043165
32.0,17,420.043182
58.0,17,420.043191
66.0,17,420.0432
54.0,17,420.043209
80.0,17,420.043217
62.0,17,420.043226
32.0,17,420.541564
62.0,17,420.541622
36.0,17,420.541633
58.0,17,420.541641
58.0,17,420.54165
62.0,17,420.541658
26.0,17,420.541666
58.0,17,420.541674
58.0,17,421.017888
44.0,17,421.017949
58.0,17,421.017961
66.0,17,421.017969
18.0,17,421.017977
58.0,17,421.017985
32.0,17,421.017993
66.0,17,421.018001
32.0,17,421.511785
58.0,17,421.511844
32.0,17,421.511858
40.0,17,421.511867
32.0,17,421.511875
26.0,17,421.511883
32.0,17,421.51189
58.0,17,421.511899
36.0,17,421.989523
40.0,17,421.989582
40.0,17,421.989597
54.0,17,421.989606
40.0,17,421.989614
40.0,17,421.989623
62.0,17,421.98963
40.0,17,421.98964
48.0,17,422.476075
40.0,17,422.476131
54.0,17,422.476145
48.0,17,422.476154
62.0,17,422.476163
62.0,17,422.47617
80.0,17,422.476178
54.0,17,422.476187
32.0,17,422.946531
36.0,17,422.946589
36.0,17,422.946604
54.0,17,422.946614
62.0,17,422.946622
44.0,17,422.94663
54.0,17,422.946639
62.0,17,422.946648
62.0,17,423.454817
62.0,17,423.454871
40.0,17,423.45488
66.0,17,423.454887
32.0,17,423.454895
62.0,17,423.454902
36.0,17,423.454909
36.0,17,423.454915
66.0,17,423.91575
40.0,17,423.915803
32.0,17,423.915813
80.0,17,423.915821
32.0,17,423.915828
14.0,17,423.915835
36.0,17,423.915842
26.0,17,423.915849
40.0,17,424.377308
32.0,17,424.377366
48.0,17,424.37738
66.0,17,424.37739
32.0,17,424.377399
58.0,17,424.377408
40.0,17,424.377417
36.0,17,424.377425
62.0,17,424.807896
66.0,17,424.807995
40.0,17,424.808012
58.0,17,424.808022
58.0,17,424.808031
80.0,17,424.808043
54.0,17,424.808053
40.0,17,424.80806
58.0,17,425.28773
40.0,17,425.287791
44.0,17,425.287807
54.0,17,425.287816
48.0,17,425.287825
54.0,17,425.287833
44.0,17,425.287841
62.0,17,425.28785
26.0,17,425.759889
32.0,17,425.759974
32.0,17,425.759988
14.0,17,425.759998
80.0,17,425.760006
58.0,17,425.760015
36.0,17,425.760023
44.0,17,425.760033
54.0,17,426.219861
40.0,17,426.219918
40.0,17,426.219929
40.0,17,426.219937
80.0,17,426.219945
32.0,17,426.219953
44.0,17,426.219961
80.0,17,426.21997
66.0,17,426.711248
44.0,17,426.71133
58.0,17,426.711344
32.0,17,426.711353
80.0,17,426.711362
58.0,17,426.71137
40.0,17,426.711379
32.0,17,426.711389
62.0,17,427.265522
26.0,17,427.265598
40.0,17,427.265608
44.0,17,427.265615
44.0,17,427.265622
40.0,17,427.26563
36.0,17,427.265638
58.0,17,427.265645
32.0,17,427.762791
54.0,17,427.762874
66.0,17,427.762889
66.0,17,427.762898
40.0,17,427.762906
54.0,17,427.762915
54.0,17,427.762923
32.0,17,427.762931
62.0,17,428.257334
26.0,17,428.257394
32.0,17,428.257407
32.0,17,428.257416
62.0,17,428.257425
